標題,連結,發布日期
"“銳能”非球面推注式人工水晶體系統、“銳能”敏視多焦點推注式人工水晶體系統、“銳能”散光非球面人工水晶體 回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=18154","2016-04-25"
"“亞諾”經皮導引鞘組 回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=18155","2016-04-25"
"“三愛”安德骨替代材 回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=18156","2016-04-25"
"“奇異” 麻醉系統 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=19156","2016-04-25"
"宜立亞SmDP抗體檢測試劑 回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=20174","2016-04-29"
"“磊仕”呼吸器、“磊仕”陽壓呼吸系統 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=20175","2016-04-29"
"血管內醫療器材之潤滑塗層分離 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=20237","2016-05-19"
"“聖猷達” 亞提旭心臟導線 安全警訊(國內無受影響產品)_","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=20241","2016-05-19"
"“川澄化工”動靜脈穿刺針 回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=20254","2016-05-24"
"“西門子” 增強型雌二醇試劑組、免疫特2000雌二醇試驗系統 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=20408","2016-06-14"
"“世運” 氣切套管 回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=20409","2016-06-14"
"“柏朗”血液透析機 安全警訊(國內無受影響產品)","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=20410","2016-06-14"
"“維特司”α胎兒蛋白免疫檢測試劑組 回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=20414","2016-06-15"
"“德爾鉻”急救型呼吸器及附件 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=20415","2016-06-15"
"＂越聖＂手術電刀 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=20424","2016-06-16"
"布拉姆斯游離型貝它人類絨毛膜促性腺激素 回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=20425","2016-06-16"
"貝克曼庫爾特總膽固醇測定試劑(未滅菌)等6項產品 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=21457","2016-06-24"
"“波士頓科技”羅德瓣膜系統 安全警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=21458","2016-06-24"
"“考迪斯”普賽斯普羅鎳鈦支架系統 回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=21459","2016-06-24"
"「諾貝爾彩色二週拋式軟性隱形眼鏡」及「視爵彩色二週拋式軟性隱形眼鏡」回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=21488","2016-06-29"
"“心衛”心室輔助系統 安全警訊(國內無受影響產品)","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=21517","2016-07-05"
"“史耐輝”負壓傷口治療系統 回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=21602","2016-07-20"
"“必帝”網織球計數(唑橙)試劑 (未滅菌) 回收警訊","http://www.fda.gov.tw/TC/siteListContent.aspx?sid=4275&id=21603","2016-07-20"
