標題,連結,發布日期
"102年12月30日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8562&t=s","2013-12-30"
"102年12月31日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8566&t=s","2013-12-31"
"103年01月02日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8573&t=s","2014-01-02"
"103年01月03日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8575&t=s","2014-01-03"
"103年01月06日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8579&t=s","2014-01-06"
"103年01月07日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8584&t=s","2014-01-07"
"103年01月08日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8587&t=s","2014-01-08"
"103年01月09日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8591&t=s","2014-01-09"
"103年01月10日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8592&t=s","2014-01-10"
"103年01月13日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8597&t=s","2014-01-13"
"103年01月14日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8600&t=s","2014-01-14"
"103年01月15日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8601&t=s","2014-01-15"
"103年01月16日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8605&t=s","2014-01-16"
"103年01月17日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8610&t=s","2014-01-17"
"103年01月20日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8614&t=s","2014-01-20"
"103年01月21日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8616&t=s","2014-01-21"
"103年01月22日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8620&t=s","2014-01-22"
"103年01月23日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8623&t=s","2014-01-23"
"103年01月24日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8626&t=s","2014-01-24"
"103年01月27日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8632&t=s","2014-01-27"
"103年01月28日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8664&t=s","2014-01-28"
"103年01月29日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8701&t=s","2014-01-29"
"103年02月05日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8743&t=s","2014-02-05"
"103年02月06日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8789&t=s","2014-02-06"
"103年02月07日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8805&t=s","2014-02-07"
"103年02月10日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8824&t=s","2014-02-10"
"103年02月11日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8828&t=s","2014-02-11"
"103年02月12日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8847&t=s","2014-02-12"
"103年02月13日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8851&t=s","2014-02-13"
"103年02月14日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8869&t=s","2014-02-14"
"103年02月17日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8872&t=s","2014-02-17"
"103年02月18日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8893&t=s","2014-02-18"
"103年02月19日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8897&t=s","2014-02-19"
"103年02月20日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8900&t=s","2014-02-20"
"103年02月21日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8902&t=s","2014-02-21"
"103年02月24日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8911&t=s","2014-02-24"
"103年02月25日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8915&t=s","2014-02-25"
"103年02月26日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8916&t=s","2014-02-26"
"103年02月27日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8921&t=s","2014-02-27"
"103年03月03日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8923&t=s","2014-03-03"
"103年03月04日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8926&t=s","2014-03-04"
"103年03月05日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8928&t=s","2014-03-05"
"103年03月06日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8931&t=s","2014-03-06"
"103年03月07日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8933&t=s","2014-03-07"
"103年03月10日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8934&t=s","2014-03-10"
"103年03月11日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8943&t=s","2014-03-11"
"103年03月12日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8947&t=s","2014-03-12"
"103年03月13日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8949&t=s","2014-03-13"
"103年03月14日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8950&t=s","2014-03-14"
"103年03月17日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8952&t=s","2014-03-17"
"103年03月18日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8953&t=s","2014-03-18"
"103年03月20日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8956&t=s","2014-03-20"
"103年03月21日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8959&t=s","2014-03-21"
"103年03月24日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8960&t=s","2014-03-24"
"103年03月25日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8962&t=s","2014-03-25"
"103年03月26日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8963&t=s","2014-03-26"
"103年03月27日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8966&t=s","2014-03-27"
"103年03月28日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8968&t=s","2014-03-28"
"103年03月31日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8988&t=s","2014-03-31"
"103年04月01日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8999&t=s","2014-04-01"
"103年04月02日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9001&t=s","2014-04-02"
"103年04月03日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9008&t=s","2014-04-03"
"103年04月07日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9013&t=s","2014-04-07"
"103年04月08日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9016&t=s","2014-04-08"
"103年04月09日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9021&t=s","2014-04-09"
"103年04月10日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9023&t=s","2014-04-10"
"103年04月11日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9027&t=s","2014-04-11"
"103年04月14日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9036&t=s","2014-04-14"
"103年04月15日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9039&t=s","2014-04-15"
"103年04月16日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9047&t=s","2014-04-16"
"103年04月17日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9056&t=s","2014-04-17"
"103年04月18日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9059&t=s","2014-04-18"
"103年04月21日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9061&t=s","2014-04-21"
"103年04月22日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9063&t=s","2014-04-22"
"103年04月23日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9069&t=s","2014-04-23"
"103年04月24日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9071&t=s","2014-04-24"
"103年04月25日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9074&t=s","2014-04-25"
"103年04月28日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9111&t=s","2014-04-28"
"103年04月29日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9118&t=s","2014-04-29"
"103年04月30日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9133&t=s","2014-04-30"
"103年05月01日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9135&t=s","2014-05-01"
"103年05月02日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9139&t=s","2014-05-02"
"103年05月05日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9143&t=s","2014-05-05"
"103年05月06日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9146&t=s","2014-05-06"
"103年05月07日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9157&t=s","2014-05-07"
"103年05月08日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9159&t=s","2014-05-08"
"103年05月09日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9176&t=s","2014-05-09"
"103年05月12日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9180&t=s","2014-05-12"
"103年05月13日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9201&t=s","2014-05-14"
"103年05月14日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9203&t=s","2014-05-14"
"103年05月15日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9222&t=s","2014-05-15"
"103年05月16日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9226&t=s","2014-05-16"
"103年05月19日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9230&t=s","2014-05-19"
"103年05月20日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9231&t=s","2014-05-20"
"103年05月21日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9232&t=s","2014-05-22"
"103年05月22日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9238&t=s","2014-05-22"
"103年05月23日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9243&t=s","2014-05-23"
"103年05月26日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9251&t=s","2014-05-26"
"103年05月27日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9253&t=s","2014-05-27"
"103年05月28日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9257&t=s","2014-05-28"
"103年05月29日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9258&t=s","2014-05-29"
"103年05月30日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9261&t=s","2014-05-30"
"103年06月03日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9262&t=s","2014-06-03"
"103年06月04日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9264&t=s","2014-06-04"
"103年06月05日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9266&t=s","2014-06-05"
"103年06月09日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9271&t=s","2014-06-09"
"103年06月10日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9273&t=s","2014-06-10"
"103年06月11日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9274&t=s","2014-06-11"
"103年06月12日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9277&t=s","2014-06-12"
"103年06月13日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9283&t=s","2014-06-13"
"103年06月16日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9289&t=s","2014-06-16"
"103年06月17日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9293&t=s","2014-06-17"
"103年06月18日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9295&t=s","2014-06-18"
"103年06月19日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9298&t=s","2014-06-19"
"103年06月20日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9301&t=s","2014-06-20"
"103年06月23日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9302&t=s","2014-06-23"
"103年06月24日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9305&t=s","2014-06-24"
"103年06月25日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9338&t=s","2014-06-25"
"103年06月26日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9355&t=s","2014-06-26"
"103年06月27日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9358&t=s","2014-06-27"
"103年06月30日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9359&t=s","2014-06-30"
"103年07月01日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9365&t=s","2014-07-01"
"103年07月02日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9374&t=s","2014-07-02"
"103年07月03日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9380&t=s","2014-07-03"
"103年07月04日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9385&t=s","2014-07-04"
"103年07月07日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9388&t=s","2014-07-07"
"103年07月08日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9389&t=s","2014-07-08"
"103年07月09日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9392&t=s","2014-07-09"
"103年07月10日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9394&t=s","2014-07-10"
"103年07月11日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9397&t=s","2014-07-11"
"103年07月14日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9398&t=s","2014-07-14"
"103年07月15日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9406&t=s","2014-07-15"
"103年07月16日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9416&t=s","2014-07-16"
"103年07月17日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9424&t=s","2014-07-17"
"103年07月18日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9428&t=s","2014-07-18"
"103年07月21日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9431&t=s","2014-07-21"
"103年07月22日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9434&t=s","2014-07-22"
"103年07月24日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9436&t=s","2014-07-24"
"103年07月25日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9442&t=s","2014-07-25"
"103年07月28日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9445&t=s","2014-07-28"
"103年07月29日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9459&t=s","2014-07-29"
"103年07月30日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9460&t=s","2014-07-30"
"103年07月31日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9463&t=s","2014-07-31"
"103年08月01日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9464&t=s","2014-08-01"
"103年08月04日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=9469&t=s","2014-08-04"
